"rank","title","artist"
"1","Happy","Pharrell Williams"
"2","Rather Be","Clean Bandit & Jess Glynne"
"3","Jubel","Klingande"
"4","Dannate Nuvole","Vasco Rossi"
"5","Changes","Faul"
"6","Dark Horse","Katy Perry"
"7","Controvento","Arisa"
"8","Stolen Dance","Milky Chance"
"9","Magic","Coldplay"
"10","Tous Les Memes","Stromae"
"11","Hey Brother","Avicii"
"12","Budapest","George Ezra"
"13","Liar Liar","Cris Cab"
"14","Demons","Imagine Dragons"
"15","Timber","Pitbull & Ke$ha"
"16","Vivendo Adesso","Francesco Renga"
"17","Dusty Men","Saule & Charlie Winston"
"18","Let Her Go","Passenger"
"19","Team","Lorde"
"20","DNA","Anna F."
