"rank","title","artist"
"1","Una Volta Ancora","Fred De Palma & Ana Mena"
"2","Pookie","Aya Nakamura"
"3","Dove E Quando","Benji & Fede"
"4","Chiasso","Random & Zenit"
"5","Senorita","Shawn Mendes & Camila Cabello"
"6","Barrio","Mahmood"
"7","Margarita","Elodie & Marracash"
"8","Yoshi","Machete, Dani Faiv, Tha Supreme & Fabri Fibra"
"9","Lento","Boro Boro & Mambolosco"
"10","Mambo Salentino","Boomdabash & Alessandra Amoroso"
"11","Jambo","Takagi & Ketra, Omi & Giusy Ferreri"
"12","Cin Cin","Alfa & Yanomi"
"13","Bossoli","Shiva"
"14","Mi Ami O No","Giaime, Andry The Hitmaker & Capo Plaza"
"15","Arrogante","Irama"
"16","Loco Contigo","DJ Snake & J Balvin, Tyga"
"17","La Hit Dell' Estate","Shade"
"18","Lalala","Y2K & Bbno$"
"19","China","Anuel AA, Daddy Yankee, Karol G, J Balvin & Ozuna"
"20","Ostia Lido","J-AX"
