"rank","title","artist"
"1","Borsello","Gue Pequeno, Sfera Ebbasta & Drefgold"
"2","Claro","Gue Pequeno, Tony Effe & Prynce"
"3","Trap Phone","Gue Pequeno & Capo Plaza"
"4","2%","Gue Pequeno & Frah Quintale"
"5","Modalita Aereo","Gue Pequeno, Luche & Marracash"
"6","Bastardi Senza Gloria","Gue Pequeno & Noyz Narcos"
"7","Amore E Capoeira","Takagi & Ketra, Giusy Ferreri & Sean Kingston"
"8","Tutto Tua Madre","J-AX"
"9","Bling Bling (Oro)","Gue Pequeno"
"10","Girls Like You","Maroon 5 & Cardi B"
"11","Nera","Irama"
"12","Felicita Puttana","Thegiornalisti"
"13","D'Estate Non Vale","Fred De Palma & Ana Mena"
"14","Da Zero A Cento","Baby K"
"15","My Life Is Going On","Burak Yeter & Cecilia Krull"
"16","Pablo","Rvssian & Sfera Ebbasta"
"17","Faccio Quello Che Voglio","Fabio Rovazzi"
"18","Fotografia","Carl Brave, Francesca Michielin & Fabri Fibra"
"19","Balla","Zoda"
"20","Hotel","Gue Pequeno"
