"rank";"title";"artist"
"1";"La Canzone Nostra";"Mace, Blanco & Salmo"
"2";"Scooby Doo";"Pinguini Tattici Nucleari"
"3";"Venere E Marte";"Takagi & Ketra, Marco Mengoni & Frah Quintale"
"4";"Ferma A Guardare";"Ernia & Pinguini Tattici Nucleari"
"5";"Destri";"Gazzelle"
"6";"Non Fare Cosi";"Capo Plaza"
"7";"Baby";"Sfera Ebbasta & J Balvin"
"8";"Belva";"Gazzelle"
"9";"Superclassico";"Ernia"
"10";"Drivers License";"Olivia Rodrigo"
"11";"Lady";"Sangiovanni"
"12";"Altalene";"Bloody Vinyl, Slait, Tha Supreme & Mara Sattei, Coez"
"13";"Concedimi";"Matteo Romano"
"14";"Save Your Tears";"Weeknd"
"15";"Don't Worry";"BoomDaBash"
"16";"Dakiti";"Bad Bunny & Jhay Cortez"
"17";"Allenamento #4";"Capo Plaza"
"18";"Mantieni Il Bacio";"Michele Bravi"
"19";"Street";"Capo Plaza"
"20";"Pezzo Di Cuore";"Emma & Alessandra Amoroso"
