"rank","title","artist"
"1","Whenever, Wherever","Shakira"
"2","Somethin' Stupid","Robbie Williams & Nicole Kidman"
"3","Get The Party Started","P!nk"
"4","Salvami","Jovanotti"
"5","Paid My Dues","Anastacia"
"6","In The End","Linkin Park"
"7","Point Of View","DB Boulevard"
"8","Fallin'","Alicia Keys"
"9","Overprotected","Britney Spears"
"10","My Friend","Groove Armada"
"11","Hey Baby","No Doubt"
"12","May It Be","Enya"
"13","Cherry Lips (go Baby Go!)","Garbage"
"14","Goodnight Moon","Shivaree"
"15","Uguali E Diversi","Gianluca Grignani"
"16","Can't Get You Out Of My Head","Kylie Minogue"
"17","My Sweet Lord","George Harrison"
"18","Hero","Enrique Iglesias"
"19","Get Up","Beverley Knight"
"20","Let Your Body Decide","Ark"
