"rank";"title";"artist"
"1";"Bando";"Anna"
"2";"Good Times";"Ghali"
"3";"Boogieman";"Ghali & Salmo"
"4";"Ringo Starr";"Pinguini Tattici Nucleari"
"5";"Rapide";"Mahmood"
"6";"Blinding Lights";"Weeknd"
"7";"Fai Rumore";"Diodato"
"8";"Musica";"Elettra Lamborghini"
"9";"Per Sentirmi Vivo";"Fasma & G G"
"10";"Viceversa";"Fransesco Gabbani"
"11";"Snitch & Impicci";"DrefGold & FSK Satellite"
"12";"Blun7 A Swishland";"Tha Supreme"
"13";"Tusa";"Karol G & Nicki Minaj"
"14";"Dance Monkey";"Tones And I"
"15";"Me Ne Frego";"Achille Lauro"
"16";"Don't Start Now";"Dua Lipa"
"17";"Fiori Di Chernobyl";"Mr. Rain"
"18";"Before You Go";"Lewis Capaldi"
"19";"Ti Volevo Dedicare";"Rocco Hunt, J-AX & Boomdabash"
"20";"Neon - Le Ali";"Marracash & Elisa"
