"rank";"title";"artist"
"1";"Calma (Remix)";"Pedro Capo & Farruko"
"2";"E Sempre Bello";"Coez"
"3";"Per Un Milione";"BoomDaBash"
"4";"Con Calma";"Daddy Yankee & Snow"
"5";"Rondini Al Guinzaglio";"Ultimo"
"6";"I Tuoi Particolari";"Ultimo"
"7";"Soldi";"Mahmood"
"8";"Sweet But Psycho";"Ava Max"
"9";"Bad Guy";"Billie Eilish"
"10";"Mademoiselle";"Sfera Ebbasta"
"11";"Colpa Delle Favole";"Ultimo"
"12";"Piccola Stella";"Ultimo"
"13";"La Luna E La Gatta";"Takagi & Ketra, Tommaso Paradiso, Jovanotti & Calcutta"
"14";"Shallow";"Lady Gaga & Bradley Cooper"
"15";"Blu";"Rkomi & Elisa"
"16";"Amati Sempre";"Ultimo"
"17";"Il Cielo Nella Stanza";"Salmo & Nstasia"
"18";"Baila Baila Baila";"Ozuna"
"19";"Bad Liar";"Imagine Dragons"
"20";"Quando Fuori Piove";"Ultimo"
