"rank","title","artist"
"1","Wake Me Up!","Avicii"
"2","Applause","Lady Gaga"
"3","You Will Never Know","Imany"
"4","Roar","Katy Perry"
"5","Zalele","Claudia, Asu & Ticy"
"6","Love Me Again","John Newman"
"7","Blurred Lines","Robin Thicke"
"8","Get Lucky","Daft Punk"
"9","Safe And Sound","Capital Cities"
"10","La La La","Naughty Boy & Sam Smith"
"11","Estate","Jovanotti"
"12","Play Hard","David Guetta"
"13","Mi Mi Mi","Serebro"
"14","Dimentico Tutto","Emma"
"15","I'm In Love","Ola"
"16","Can't Hold Us","Macklemore, Ryan Lewis & Ray Dalton"
"17","I Love It","Icona Pop"
"18","L'universo Tranne Noi","Max Pezzali"
"19","I Need Your Love","Calvin Harris & Ellie Goulding"
"20","Pronto A Correre","Marco Mengoni"
