"rank","title","artist"
"1","Chance","Shiva & Capo Plaza"
"2","Calmo","Shiva & Tha Supreme"
"3","Blun7 A Swishland","Tha Supreme"
"4","Boogieman","Ghali & Salmo"
"5","Milano Ovest","Shiva & Marracash"
"6","Dance Monkey","Tones And I"
"7","Blinding Lights","Weeknd"
"8","Rapide","Mahmood"
"9","Ti Volevo Dedicare","Rocco Hunt, J-AX & Boomdabash"
"10","Domani","Shiva"
"11","Me Ne Frego","Achille Lauro"
"12","Don't Start Now","Dua Lipa"
"13","Bravi A Cadere","Marracash"
"14","Ansia No","FSK Satellite, Taxi B, Chiello_FSK, Sapobully & Greg Willen"
"15","Tutto Questo Sei Tu","Ultimo"
"16","Crudelia (I Nervi)","Marracash"
"17","Falling","Trevor Daniel"
"18","Ritmo","Black Eyed Peas"
"19","Supreme (L'Ego)","Marracash, Tha Supreme & Sfera Ebbasta"
"20","Scarabeo","Shiva"
