"rank","title","artist"
"1","Boogieman","Ghali & Salmo"
"2","Blun7 A Swishland","Tha Supreme"
"3","Dance Monkey","Tones And I"
"4","Stu Core T'apparten","Rocco Hunt"
"5","Ti Volevo Dedicare","Rocco Hunt, J-AX & Boomdabash"
"6","Rapide","Mahmood"
"7","Godzilla","Eminem & Juice Wrld"
"8","Ansia No","FSK Satellite, Taxi B, Chiello_FSK, Sapobully & Greg Willen"
"9","Tutto Questo Sei Tu","Ultimo"
"10","Bravi A Cadere","Marracash"
"11","Fuck 3X","Tha Supreme"
"12","Supreme (L'Ego)","Marracash, Tha Supreme & Sfera Ebbasta"
"13","Crudelia (I Nervi)","Marracash"
"14","Ritmo","Black Eyed Peas"
"15","Blinding Lights","Weeknd"
"16","Don't Start Now","Dua Lipa"
"17","Pookie (Remix)","Aya Nakamura & Capo Plaza"
"18","Una Volta Ancora","Fred De Palma & Ana Mena"
"19","Falling","Trevor Daniel"
"20","Memories","Maroon 5"
