"rank","title","artist"
"1","El Mismo Sol","Alvaro Soler & Jennifer Lopez"
"2","See You Again","Wiz Khalifa & Charlie Puth"
"3","Cheerleader","OMI"
"4","Lean On","Major Lazer, Snake & MO"
"5","Maria Salvador","J-AX"
"6","Firestone","Kygo & Conrad"
"7","El Perdon","Nicky Jam & Enrique Iglesias"
"8","L'Amore Eternit","Fedez"
"9","Want To Want Me","Jason Derulo"
"10","Love Me Like You Do","Ellie Goulding"
"11","Senza Fare Sul Serio","Malika Ayane"
"12","Uptown Funk!","Mark Ronson & Bruno Mars"
"13","Everytime","Kolors"
"14","Sugar","Maroon 5"
"15","Take Me To Church","Hozier"
"16","Grande Amore","Il Volo"
"17","L'amore Esiste","Francesca Michielin"
"18","Are You With Me","Lost Frequencies"
"19","FourFiveSeconds","Rihanna, Kanye West & Paul McCartney"
"20","Buon Viaggio","Cesare Cremonini"
