"rank","title","artist"
"1","Wake Me Up!","Avicii"
"2","L'Anima Vola","Elisa"
"3","Il Sale Della Terra","Ligabue"
"4","You Will Never Know","Imany"
"5","Roar","Katy Perry"
"6","Work B**ch!","Britney Spears"
"7","Love Me Again","John Newman"
"8","Safe And Sound","Capital Cities"
"9","Wrecking Ball","Miley Cyrus"
"10","Limpido","Laura Pausini & Kylie Minogue"
"11","Applause","Lady Gaga"
"12","Summertime Sadness","Lana Del Rey"
"13","Amore Puro","Alessandra Amoroso"
"14","Inno Nazionale","Jake La Furia"
"15","Can't Hold Us","Macklemore, Ryan Lewis & Ray Dalton"
"16","Blurred Lines","Robin Thicke"
"17","Animals","Martin Garrix"
"18","Bonfire Heart","James Blunt"
"19","Atlas","Coldplay"
"20","Estate","Jovanotti"
