"rank","title","artist"
"1","Perfect","Ed Sheeran"
"2","Chosen","Maneskin"
"3","La Musica Non C'e","Coez"
"4","L'Amore E","Enrico Nigiotti"
"5","Fuori","Gemitaiz"
"6","Irraggiungibile","Shade & Federica Carta"
"7","Havana","Camila Cabello & Young Thug"
"8","River","Eminem & Ed Sheeran"
"9","Stavo Pensando A Te","Fabri Fibra"
"10","Perdonami","Salmo"
"11","Orgasmo","Calcutta"
"12","Rockstar","Post Malone & 21 Savage"
"13","All I Want For Christmas Is You","Mariah Carey"
"14","Favorisca I Sentimenti","J-AX & Fedez"
"15","Buona Fortuna","Benji & Fede"
"16","Sconosciuti Da Una Vita","J-AX & Fedez"
"17","Shape Of You","Ed Sheeran"
"18","What Lovers Do","Maroon 5 & SZA"
"19","Dusk Till Dawn","Zayn & Sia"
"20","Echame La Culpa","Luis Fonsi & Demi Lovato"
