"rank","title","artist"
"1","Senza Pagare","J- AX & Fedez, T- Pain"
"2","Voglio Ballare Con Te","Baby K & Andres Dvicio"
"3","Despacito","Luis Fonsi & Daddy Yankee"
"4","L'Esercito Del Selfie","Takagi & Ketra, Lorenzo Fragola & Arisa"
"5","Thunder","Imagine Dragons"
"6","Pamplona","Fabri Fibra & Thegiornalisti"
"7","Riccione","Thegiornalisti"
"8","Volare","Fabio Rovazzi & Gianni Morandi"
"9","Something Just Like This","Chainsmokers & Coldplay"
"10","Lamborghini","Gue Pequeno & Sfera Ebbasta"
"11","Attention","Charlie Puth"
"12","Tran Tran","Sfera Ebbasta"
"13","Happy Days","Ghali"
"14","Mi Gente","J Balvin & Willy William"
"15","2U","David Guetta & Justin Bieber"
"16","Tutto Per Una Ragione","Benji & Fede, Annalisa"
"17","There's Nothing Holdin' Me Back","Shawn Mendes"
"18","Symphony","Clean Bandit & Zara Larsson"
"19","Shape Of You","Ed Sheeran"
"20","Tra Le Granite E Le Granate","Francesco Gabbani"
