"rank","title","artist"
"1","Despacito","Luis Fonsi & Daddy Yankee"
"2","Shape Of You","Ed Sheeran"
"3","Bimbi","Charlie Charles"
"4","Subeme La Radio","Enrique Iglesias, Descemer Bueno, Zion & Lennox"
"5","Occidentali's Karma","Francesco Gabbani"
"6","Something Just Like This","Chainsmokers & Coldplay"
"7","Rockabye","Clean Bandit, Sean Paul & Anne-Marie"
"8","Believer","Imagine Dragons"
"9","You Don't Know Me","Jax Jones & Raye"
"10","It Ain't Me","Kygo & Selena Gomez"
"11","I Don't Wanna Live Forever","Zayn & Taylor Swift"
"12","Chained To The Rhythm","Katy Perry & Skip Marley"
"13","Paris","Chainsmokers"
"14","Cold","Maroon 5 & Future"
"15","Galway Girl","Ed Sheeran"
"16","Chantaje","Shakira & Maluma"
"17","Il Diario Degli Errori","Michele Bravi"
"18","Castle On The Hill","Ed Sheeran"
"19","No Lie","Sean Paul & Dua Lipa"
"20","Be Mine","Ofenbach"
