"rank","title","artist"
"1","Let Me Love You","DJ Snake & Justin Bieber"
"2","Closer","Chainsmokers & Halsey"
"3","Potremmo Ritornare","Tiziano Ferro"
"4","Human","Rag'n'Bone Man"
"5","Don't Wanna Know","Maroon 5 & Kendrick Lamar"
"6","The Greatest","Sia & Kendrick Lamar"
"7","Ninna Nanna","Ghali"
"8","Cold Water","Major Lazer, Justin Bieber & MØ"
"9","We Don't Talk Anymore","Charlie Puth & Selena Gomez"
"10","Sai Che","Marco Mengoni"
"11","My Way","Calvin Harris"
"12","In The Name Of Love","Martin Garrix & Bebe Rexha"
"13","Lost On You","LP"
"14","Cheap Thrills","Sia"
"15","Don't Let Me Down","Chainsmokers & Daya"
"16","Treat You Better","Shawn Mendes"
"17","Starboy","Weeknd & Daft Punk"
"18","Oronero","Giorgia"
"19","I Hate U, I Love U","Gnash & Olivia O'Brien"
"20","Hymn For The Weekend","Coldplay & Beyonce"
