"rank","title","artist"
"1","On The Floor","Jennifer Lopez & Pitbull"
"2","Le Tasche Piene Di Sassi","Jovanotti"
"3","Mr. Saxobeat","Alexandra Stan"
"4","Eh...Gia","Vasco Rossi"
"5","Price Tag","Jessie J & B.o.B"
"6","Just Can't Get Enough","Black Eyed Peas"
"7","Rolling In The Deep","Adele"
"8","Born This Way","Lady Gaga"
"9","Tranne Te","Fabri Fibra"
"10","Arrivera","Emma & Moda"
"11","Diamante Lei E Luce Lui","Annalisa"
"12","E.T.","Katy Perry"
"13","Tutto L'amore Che Ho","Jovanotti"
"14","Io Confesso","Mauro Giovanardi Ermanno & La Crus"
"15","Il Mare Immenso","Giusy Ferreri"
"16","Just The Way You Are","Bruno Mars"
"17","Barbra Streisand","Duck Sauce"
"18","La Mia Storia Con Te","Alessandra Amoroso"
"19","What's My Name?","Rihanna & Drake"
"20","Follia D'Amore","Raphael Gualazzi"
