"rank","title","artist"
"1","Feel","Robbie Williams"
"2","Mundian To Bach Ke","Panjabi MC"
"3","Lose Yourself","Eminem"
"4","Die Another Day","Madonna"
"5","Per Me E' Importante","Tiromancino"
"6","Vieni A Vedere Perche'","Cesare Cremonini"
"7","Objection (Tango)","Shakira"
"8","Asereje","Las Ketchup"
"9","Jenny From The Block","Jennifer Lopez"
"10","Hey Sexy Lady","Shaggy"
"11","Sorry Seems To Be The Hardest Word","Blue & Elton John"
"12","Ci Sono Anch'io","883"
"13","Electrical Storm","U2"
"14","I'm Gonna Getcha Good!","Shania Twain"
"15","Sk8er Boi","Avril Lavigne"
"16","Round Round","Sugababes"
"17","Kusha Las Payas","Las Ketchup"
"18","The Game Of Love","Santana & Michelle Branch"
"19","Breathe In","Frou Frou"
"20","Geordie","Gabry Ponte"
