"rank","title","artist"
"1","Cambia-Menti","Vasco Rossi"
"2","L'Anima Vola","Elisa"
"3","Burn","Ellie Goulding"
"4","Wake Me Up!","Avicii"
"5","Wrecking Ball","Miley Cyrus"
"6","Summertime Sadness","Lana Del Rey"
"7","Love Me Again","John Newman"
"8","Roar","Katy Perry"
"9","Il Sale Della Terra","Ligabue"
"10","Quando Una Stella Muore","Giorgia"
"11","Bonfire Heart","James Blunt"
"12","Gli Anni D'oro","Jake La Furia"
"13","Royals","Lorde"
"14","Safe And Sound","Capital Cities"
"15","You Will Never Know","Imany"
"16","Amore Puro","Alessandra Amoroso"
"17","Fisico & Politico","Luca Carboni & Fabri Fibra"
"18","Animals","Martin Garrix"
"19","All That Matters","Justin Bieber"
"20","Lose Yourself To Dance","Daft Punk & Pharrell Williams"
