"rank","title","artist"
"1","Someone Like You","Adele"
"2","Paradise","Coldplay"
"3","Moves Like Jagger","Maroon 5 & Christina Aguilera"
"4","Without You","David Guetta & Usher"
"5","I Soliti","Vasco Rossi"
"6","Benvenuto","Laura Pausini"
"7","I Won't Let You Go","James Morrison"
"8","Shimbalaye","Maria Gadu"
"9","Stanza Vuota","Mone"
"10","Il Mio Giorno Migliore","Giorgia"
"11","Saro Libera","Emma"
"12","Just Can't Get Enough","Black Eyed Peas"
"13","Il Piu' Grande Spettacolo Dopo Il Big Bang","Jovanotti"
"14","Set Fire To The Rain","Adele"
"15","Last Friday Night (T.G.I.F.)","Katy Perry"
"16","Price Tag","Jessie J & B.o.B"
"17","Back To Black","Amy Winehouse"
"18","Basta Cosi","Negramaro & Elisa"
"19","California King Bed","Rihanna"
"20","Rabiosa","Shakira & Pitbull"
