"rank";"title";"artist"
"1";"La Canzone Nostra";"Mace, Blanco & Salmo"
"2";"Venere E Marte";"Takagi & Ketra, Marco Mengoni & Frah Quintale"
"3";"Ferma A Guardare";"Ernia & Pinguini Tattici Nucleari"
"4";"Save Your Tears";"Weeknd"
"5";"Scooby Doo";"Pinguini Tattici Nucleari"
"6";"Lady";"Sangiovanni"
"7";"Destri";"Gazzelle"
"8";"Che Me Chiamme A Fa?";"Rocco Hunt & Geolier"
"9";"Hecha Pa'Mi";"Boza"
"10";"Baby";"Sfera Ebbasta & J Balvin"
"11";"Dakiti";"Bad Bunny & Jhay Cortez"
"12";"Superclassico";"Ernia"
"13";"Altalene";"Bloody Vinyl, Slait, Tha Supreme & Mara Sattei, Coez"
"14";"Non Fare Cosi";"Capo Plaza"
"15";"A Un Passo Dalla Luna";"Rocco Hunt & Ana Mena"
"16";"Don't Worry";"BoomDaBash"
"17";"Coltellata";"Gazzelle & Tha Supreme"
"18";"Drivers License";"Olivia Rodrigo"
"19";"Paradise";"Meduza & Dermot Kennedy"
"20";"Concedimi";"Matteo Romano"
