"rank","title","artist"
"1","Resta In Ascolto","Laura Pausini"
"2","Spider Man Theme","Michael Buble"
"3","She Will Be Loved","Maroon 5"
"4","Solo","Eamon"
"5","(Reach Up For The) Sunrise","Duran Duran"
"6","Radio","Robbie Williams"
"7","My Happy Ending","Avril Lavigne"
"8","Sick And Tired","Anastacia"
"9","Calma E Sangue Freddo","Luca Dirisio"
"10","Enjoy The Silence","Depeche Mode"
"11","We Are","Ana Johnsson"
"12","Leaving New York","R.E.M."
"13","Un Altro Ballo","Gemelli Diversi"
"14","Universal Prayer","Tiziano Ferro"
"15","Bubblin'","Blue"
"16","American Idiot","Green Day"
"17","F**k It","Eamon"
"18","My Place","Nelly & Jaheim"
"19","A Chi Mi Dice","Blue"
"20","Slide Along Side","Shifty"
