"rank","title","artist"
"1","Danza Kuduro","Don Omar & Lucenzo"
"2","Mr. Saxobeat","Alexandra Stan"
"3","Il Piu' Grande Spettacolo Dopo Il Big Bang","Jovanotti"
"4","Shimbalaye","Maria Gadu"
"5","Give Me Everything","Pitbull"
"6","Set Fire To The Rain","Adele"
"7","Rabiosa","Shakira & Pitbull"
"8","Il Mio Giorno Migliore","Giorgia"
"9","The Sound Of Sunshine","Michael Franti & Spearhead"
"10","Party Rock Anthem","LMFAO"
"11","California King Bed","Rihanna"
"12","Price Tag","Jessie J & B.o.B"
"13","On The Floor","Jennifer Lopez & Pitbull"
"14","Basta Cosi","Negramaro & Elisa"
"15","Arrivera","Emma & Moda"
"16","The Lazy Song","Bruno Mars"
"17","Just Can't Get Enough","Black Eyed Peas"
"18","Diamante Lei E Luce Lui","Annalisa"
"19","Il Mare Immenso","Giusy Ferreri"
"20","Just The Way You Are","Bruno Mars"
