"rank","title","artist"
"1","Shape Of You","Ed Sheeran"
"2","Despacito","Luis Fonsi & Daddy Yankee"
"3","Occidentali's Karma","Francesco Gabbani"
"4","Sfera Ebbasta","Dexter"
"5","Subeme La Radio","Enrique Iglesias, Descemer Bueno, Zion & Lennox"
"6","Something Just Like This","Chainsmokers & Coldplay"
"7","Rockabye","Clean Bandit, Sean Paul & Anne-Marie"
"8","I Don't Wanna Live Forever","Zayn & Taylor Swift"
"9","Believer","Imagine Dragons"
"10","Castle On The Hill","Ed Sheeran"
"11","Paris","Chainsmokers"
"12","Chained To The Rhythm","Katy Perry & Skip Marley"
"13","Il Diario Degli Errori","Michele Bravi"
"14","It Ain't Me","Kygo & Selena Gomez"
"15","Galway Girl","Ed Sheeran"
"16","Il Conforto","Tiziano Ferro & Carmen Consoli"
"17","All Night","Parov Stelar"
"18","Piccole Cose","J-AX & Fedez, Alessandra Amoroso"
"19","Portami Via","Fabrizio Moro"
"20","Chantaje","Shakira & Maluma"
