"rank";"title";"artist"
"1";"La Canzone Nostra";"Mace, Blanco & Salmo"
"2";"Destri";"Gazzelle"
"3";"Venere E Marte";"Takagi & Ketra, Marco Mengoni & Frah Quintale"
"4";"Coltellata";"Gazzelle & Tha Supreme"
"5";"Tik Tok";"Sfera Ebbasta, Marracash & Gue Pequeno"
"6";"Save Your Tears";"Weeknd"
"7";"Ferma A Guardare";"Ernia & Pinguini Tattici Nucleari"
"8";"Scooby Doo";"Pinguini Tattici Nucleari"
"9";"Lady";"Sangiovanni"
"10";"Baby";"Sfera Ebbasta & J Balvin"
"11";"Superclassico";"Ernia"
"12";"Hecha Pa'Mi";"Boza"
"13";"Concedimi";"Matteo Romano"
"14";"Non Fare Cosi";"Capo Plaza"
"15";"Altalene";"Bloody Vinyl, Slait, Tha Supreme & Mara Sattei, Coez"
"16";"Dakiti";"Bad Bunny & Jhay Cortez"
"17";"Drivers License";"Olivia Rodrigo"
"18";"Don't Worry";"BoomDaBash"
"19";"Belva";"Gazzelle"
"20";"A Un Passo Dalla Luna";"Rocco Hunt & Ana Mena"
