"rank","title","artist"
"1","The Reason Why","Lorenzo Fragola"
"2","Sayonara","MADH"
"3","Guerriero","Marco Mengoni"
"4","Magnifico","Fedez & Francesca Michielin"
"5","My Name","Ilaria"
"6","Take Me To Church","Hozier"
"7","Dangerous","David Guetta & Sam Martin"
"8","Happy Ending","Mika"
"9","Bailando","Enrique Iglesias"
"10","Chandelier","Sia"
"11","All'Orizzonte","Mario"
"12","Thinking Out Loud","Ed Sheeran"
"13","Fade Out Lines","Avener"
"14","Prayer In C (Robin Schulz Remix)","Lilly Wood & Prick"
"15","My Type","Saint Motel"
"16","I'm An Albatraoz","AronChupa"
"17","All About That Bass","Meghan Trainor"
"18","All I Want For Christmas Is You","Mariah Carey"
"19","All Of Me","John Legend"
"20","Blame","Calvin Harris & John Newman"
