"rank","title","artist"
"1","Just Give Me A Reason","P!nk & Nate Ruess"
"2","Pompeii","Bastille"
"3","Get Lucky","Daft Punk"
"4","Thrift Shop","Macklemore, Ryan Lewis & Wanz"
"5","Blurred Lines","Robin Thicke"
"6","I'm In Love","Ola"
"7","L'essenziale","Marco Mengoni"
"8","My Head Is A Jungle","Wankelmut & Emma Louise"
"9","Gentleman","PSY"
"10","Amami","Emma"
"11","Sotto Casa","Max Gazze"
"12","Scream & Shout","Will.i.am & Britney Spears"
"13","I Follow Rivers","Lykke Li"
"14","I See You","Jutty Ranx"
"15","Rose Nere","Gue Pequeno"
"16","100000 Parole D'Amore","Davide"
"17","Play Hard","David Guetta"
"18","Musica","Fly Project"
"19","Non Passerai","Marco Mengoni"
"20","Harlem Shake","Baauer"
