"rank","title","artist"
"1","Balada ","Gusttavo Lima"
"2","Endless Summer","Oceana"
"3","Se Il Mondo Fosse","Emis Killa, Club Dogo, Jax & Marracash"
"4","Payphone","Maroon 5 & Wiz Khalifa"
"5","Ma Cherie","DJ Antoine"
"6","Only The Horses","Scissor Sisters"
"7","Mama Lover","Serebro"
"8","Tu Mi Porti Su","Giorgia"
"9","Come Un Pittore","Moda"
"10","Summer Paradise","Simple Plan & K'naan"
"11","Senza Riserva","Annalisa"
"12","Girl Gone Wild","Madonna"
"13","We Found Love","Rihanna & Calvin Harris"
"14","Drive By","Train"
"15","Somebody That I Used To Know","Gotye & Kimbra"
"16","We Are Young","Fun. & Janelle Monae"
"17","Come Se Non Fosse Stato Mai Amore","Marco Carta"
"18","Non E L'inferno","Emma"
"19","Sara Possibile","Nicole Tuzii"
"20","Dance Again","Jennifer Lopez & Pitbull"
