"rank","title","artist"
"1","Soldi","Mahmood"
"2","Mademoiselle","Sfera Ebbasta"
"3","Con Calma","Daddy Yankee & Snow"
"4","Per Un Milione","BoomDaBash"
"5","Calma (Remix)","Pedro Capo & Farruko"
"6","Sweet But Psycho","Ava Max"
"7","E Sempre Bello","Coez"
"8","Shallow","Lady Gaga & Bradley Cooper"
"9","I Tuoi Particolari","Ultimo"
"10","I Love You","Ghali"
"11","Baila Baila Baila","Ozuna"
"12","Il Cielo Nella Stanza","Salmo & Nstasia"
"13","Hola (I Say)","Marco Mengoni & Tom Walker"
"14","La Ragazza Con Il Cuore Di Latta","Irama"
"15","Wow.","Post Malone"
"16","Senza Farlo Apposta","Shade & Federica Carta"
"17","Giant","Calvin Harris & Rag'n'Bone Man"
"18","Adan Y Eva","Paulo Londra"
"19","Anche Fragile","Elisa"
"20","High Hopes","Panic! At The Disco"
