"rank","title","artist"
"1","El Mismo Sol","Alvaro Soler & Jennifer Lopez"
"2","Maria Salvador","J-AX"
"3","Cheerleader","OMI"
"4","Lean On","Major Lazer, Snake & MO"
"5","El Perdon","Nicky Jam & Enrique Iglesias"
"6","See You Again","Wiz Khalifa & Charlie Puth"
"7","Firestone","Kygo & Conrad"
"8","Want To Want Me","Jason Derulo"
"9","Everytime","Kolors"
"10","One Last Time","Ariana Grande"
"11","Senza Fare Sul Serio","Malika Ayane"
"12","L'Amore Eternit","Fedez"
"13","Love Me Like You Do","Ellie Goulding"
"14","Don't Worry","Madcon & Ray Dalton"
"15","Uptown Funk!","Mark Ronson & Bruno Mars"
"16","Take Me To Church","Hozier"
"17","Headlights","Robin Schulz & Ilsey"
"18","Are You With Me","Lost Frequencies"
"19","Waiting For Love","Avicii"
"20","Hey Mama","David Guetta, Nicki Minaj & Afrojack"
