"rank","title","artist"
"1","Faded","Alan Walker"
"2","7 Years","Lukas Graham"
"3","Hymn For The Weekend","Coldplay & Beyonce"
"4","Ginza","J Balvin"
"5","Light It Up","Major Lazer, Nyla & Fuse Odg"
"6","Work","Rihanna & Drake"
"7","Stressed Out","Twenty One Pilots"
"8","Fast Car","Jonas Blue & Dakota"
"9","Cheap Thrills","Sia"
"10","Est-ce Que Tu M`aimes?","Maitre Gims"
"11","Sorry","Justin Bieber"
"12","Stitches","Shawn Mendes"
"13","No Hero","Elisa"
"14","Pillowtalk","Zayn Malik"
"15","I Took A Pill In Ibiza","Mike Posner"
"16","Love Yourself","Justin Bieber & Jaden Smith"
"17","Take Me Home","Jess Glynne"
"18","Cake By The Ocean","DNCE"
"19","The Horns","DJ Katch, Greg, Nice, DJ Kool & Deborah Lee"
"20","Nessun Grado Di Separazione","Francesca Michielin"
