"rank","title","artist"
"1","Scream & Shout","Will.i.am & Britney Spears"
"2","Gangnam Style","PSY"
"3","Diamonds","Rihanna"
"4","Due Respiri","Chiara"
"5","Try","P!nk"
"6","Locked Out Of Heaven","Bruno Mars"
"7","One Day/Reckoning Song","Asaf Avidan & The Mojos"
"8","Skyfall","Adele"
"9","Don't You Worry Child","Swedish House Mafia & John Martin"
"10","Tensione Evolutiva","Jovanotti"
"11","Ho Hey","Lumineers"
"12","Endless Summer","Oceana"
"13","Non Sono L'Unica","Cixi"
"14","Musica","Fly Project"
"15","100000 Parole D'Amore","Davide"
"16","One Day/Reckoning Song","Asaf Avidan & The Mojos"
"17","She Wolf (Falling To Pieces)","David Guetta & Sia"
"18","Un Angelo Disteso Al Sole","Eros Ramazzotti"
"19","Live While We're Young","One Direction"
"20","Candy","Robbie Williams"
