"rank","title","artist"
"1","Senza Pagare","J- AX & Fedez, T- Pain"
"2","Voglio Ballare Con Te","Baby K & Andres Dvicio"
"3","Despacito","Luis Fonsi & Daddy Yankee"
"4","Riccione","Thegiornalisti"
"5","L'Esercito Del Selfie","Takagi & Ketra, Lorenzo Fragola & Arisa"
"6","Pamplona","Fabri Fibra & Thegiornalisti"
"7","Thunder","Imagine Dragons"
"8","Estate Dimmerda","Salmo"
"9","Mi Gente","J Balvin & Willy William"
"10","Volare","Fabio Rovazzi & Gianni Morandi"
"11","Something Just Like This","Chainsmokers & Coldplay"
"12","Lamborghini","Gue Pequeno & Sfera Ebbasta"
"13","Attention","Charlie Puth"
"14","There's Nothing Holdin' Me Back","Shawn Mendes"
"15","Tran Tran","Sfera Ebbasta"
"16","Happy Days","Ghali"
"17","Symphony","Clean Bandit & Zara Larsson"
"18","Tutto Per Una Ragione","Benji & Fede, Annalisa"
"19","Shape Of You","Ed Sheeran"
"20","Tra Le Granite E Le Granate","Francesco Gabbani"
