"rank","title","artist"
"1","A Sky Full Of Stars","Coldplay"
"2","Magic","Coldplay"
"3","Changes","Faul"
"4","Happy","Pharrell Williams"
"5","Rather Be","Clean Bandit & Jess Glynne"
"6","Un Amore Cosi Grande 2014","Negramaro"
"7","Love Never Felt So Good","Michael Jackson"
"8","Addicted To You","Avicii"
"9","Stolen Dance","Milky Chance"
"10","Logico # 1","Cesare Cremonini"
"11","Dark Horse","Katy Perry"
"12","Midnight","Coldplay"
"13","Dannate Nuvole","Vasco Rossi"
"14","We Are One (Ole Ola)","Pitbull, Jennifer Lopez & Cludia Leitte"
"15","Haterproof 2","Gemitaiz & Madman"
"16","Liar Liar","Cris Cab"
"17","I Got U","Duke Dumont & Jax Jones"
"18","Tous Les Memes","Stromae"
"19","Counting Stars","OneRepublic"
"20","Jubel","Klingande"
