"rank","title","artist"
"1","L'essenziale","Marco Mengoni"
"2","I Follow Rivers","Lykke Li"
"3","Pompeii","Bastille"
"4","Just Give Me A Reason","P!nk & Nate Ruess"
"5","Thrift Shop","Macklemore, Ryan Lewis & Wanz"
"6","Sotto Casa","Max Gazze"
"7","Scream & Shout","Will.i.am & Britney Spears"
"8","I See You","Jutty Ranx"
"9","La Nuova Stella Di Broadway","Cesare Cremonini"
"10","Amami","Emma"
"11","Ho Hey","Lumineers"
"12","Harlem Shake","Baauer"
"13","Musica","Fly Project"
"14","Non Passerai","Marco Mengoni"
"15","One Way Or Another (Teenage Kicks)","One Direction"
"16","Cigno Nero","Fedez & Francesca Michielin"
"17","Tensione Evolutiva","Jovanotti"
"18","Due Respiri","Chiara"
"19","100000 Parole D'Amore","Davide"
"20","Un Angelo Disteso Al Sole","Eros Ramazzotti"
