"rank";"title";"artist"
"1";"Bottiglie Prive";"Sfera Ebbasta"
"2";"Destri";"Gazzelle"
"3";"Superclassico";"Ernia"
"4";"Altalene";"Bloody Vinyl, Slait, Tha Supreme & Mara Sattei, Coez"
"5";"A Un Passo Dalla Luna";"Rocco Hunt & Ana Mena"
"6";"Hypnotized";"Purple Disco Machine & Sophie And The Giants"
"7";"Bella Storia";"Fedez"
"8";"Mood";"24kGoldn & Iann Dior"
"9";"Head & Heart";"Joel Corry & MNEK"
"10";"Slatt";"Rondodasosa & Capo Plaza"
"11";"Chico";"Gue Pequeno, Rose Villain & Luche"
"12";"22 Settembre";"Ultimo"
"13";"M' Manc";"Shablo, Geolier & Sfera Ebbasta"
"14";"La Storia Infinita";"Pinguini Tattici Nucleari"
"15";"Jerusalema";"Master KG, Burna Boy & Nomcebo Zikode"
"16";"Karaoke";"Boomdabash & Alessandra Amoroso"
"17";"Paloma";"Fred De Palma & Anitta"
"18";"Positions";"Ariana Grande"
"19";"Crepe";"Irama"
"20";"Te Lo Prometto";"Il Tre"
