"rank","title","artist"
"1","Happy","Pharrell Williams"
"2","Jubel","Klingande"
"3","Magic","Coldplay"
"4","Controvento","Arisa"
"5","Rather Be","Clean Bandit & Jess Glynne"
"6","Hey Brother","Avicii"
"7","Tous Les Memes","Stromae"
"8","Stolen Dance","Milky Chance"
"9","A Mano A Mano","Rino Gaetano"
"10","Budapest","George Ezra"
"11","Timber","Pitbull & Ke$ha"
"12","Demons","Imagine Dragons"
"13","Let Her Go","Passenger"
"14","Vivendo Adesso","Francesco Renga"
"15","Dusty Men","Saule & Charlie Winston"
"16","1977","Ana Tijoux"
"17","Dark Horse","Katy Perry"
"18","Nu Juorno Buono","Rocco Hunt"
"19","Ti Penso Raramente","Biagio Antonacci"
"20","Heart To Heart","James Blunt"
