"rank","title","artist"
"1","Despacito","Luis Fonsi & Daddy Yankee"
"1","Despacito","Luis Fonsi & Daddy Yankee"
"2","Senza Pagare","J- AX & Fedez, T- Pain"
"2","Senza Pagare","J- AX & Fedez, T- Pain"
"3","Volare","Fabio Rovazzi & Gianni Morandi"
"3","Volare","Fabio Rovazzi & Gianni Morandi"
"4","Shape Of You","Ed Sheeran"
"4","Happy Days","Ghali"
"5","Happy Days","Ghali"
"5","Something Just Like This","Chainsmokers & Coldplay"
"6","Something Just Like This","Chainsmokers & Coldplay"
"6","Pamplona","Fabri Fibra & Thegiornalisti"
"7","Subeme La Radio","Enrique Iglesias, Descemer Bueno, Zion & Lennox"
"7","Symphony","Clean Bandit & Zara Larsson"
"8","Pamplona","Fabri Fibra & Thegiornalisti"
"8","Ricchi Dentro","Ghali"
"9","Believer","Imagine Dragons"
"9","Symphony","Clean Bandit & Zara Larsson"
"10","Ricchi Dentro","Ghali"
"10","No Lie","Sean Paul & Dua Lipa"
"11","Attention","Charlie Puth"
"11","Believer","Imagine Dragons"
"12","No Lie","Sean Paul & Dua Lipa"
"12","Swalla","Jason Derulo, Nicki Minaj & Ty Dolla $ign"
"13","Attention","Charlie Puth"
"13","T Apposto","Gue Pequeno"
"14","Swalla","Jason Derulo, Nicki Minaj & Ty Dolla $ign"
"14","Be Mine","Ofenbach"
"15","T Apposto","Gue Pequeno"
"15","Sign Of The Times","Harry Styles"
"16","Be Mine","Ofenbach"
"16","It Ain't Me","Kygo & Selena Gomez"
"17","Thunder","Imagine Dragons"
"17","Sign Of The Times","Harry Styles"
"18","You Don't Know Me","Jax Jones & Raye"
"18","It Ain't Me","Kygo & Selena Gomez"
"19","Galway Girl","Ed Sheeran"
"19","Thunder","Imagine Dragons"
"20","I'm The One","DJ Khaled"
"20","You Don't Know Me","Jax Jones & Raye"
