"rank","title","artist"
"1","Danza Kuduro","Don Omar & Lucenzo"
"2","Mr. Saxobeat","Alexandra Stan"
"3","Set Fire To The Rain","Adele"
"4","On The Floor","Jennifer Lopez & Pitbull"
"5","Give Me Everything","Pitbull"
"6","Far L'Amore","Bob Sinclar & Raffaella Carra"
"7","Party Rock Anthem","LMFAO"
"8","Price Tag","Jessie J & B.o.B"
"9","Le Tasche Piene Di Sassi","Jovanotti"
"10","Basta Cosi","Negramaro & Elisa"
"11","Just Can't Get Enough","Black Eyed Peas"
"12","Arrivera","Emma & Moda"
"13","Diamante Lei E Luce Lui","Annalisa"
"14","E.T.","Katy Perry"
"15","Rolling In The Deep","Adele"
"16","Just The Way You Are","Bruno Mars"
"17","Il Mare Immenso","Giusy Ferreri"
"18","Barbra Streisand","Duck Sauce"
"19","Tutto L'amore Che Ho","Jovanotti"
"20","Far L'Amore","Bob Sinclar & Raffaella Carra"
