"rank","title","artist"
"1","Blun7 A Swishland","Tha Supreme"
"2","Dance Monkey","Tones And I"
"3","Ti Volevo Dedicare","Rocco Hunt, J-AX & Boomdabash"
"4","Tutto Questo Sei Tu","Ultimo"
"5","Fuck 3X","Tha Supreme"
"6","Supreme (L'Ego)","Marracash, Tha Supreme & Sfera Ebbasta"
"7","Ritmo","Black Eyed Peas"
"8","Crudelia (I Nervi)","Marracash"
"9","Bravi A Cadere","Marracash"
"10","Yummy","Justin Bieber"
"11","Ansia No","FSK Satellite, Taxi B, Chiello_FSK, Sapobully & Greg Willen"
"12","Memories","Maroon 5"
"13","Don't Start Now","Dua Lipa"
"14","Pookie (Remix)","Aya Nakamura & Capo Plaza"
"15","Non Avere Paura","Tommaso Paradiso"
"16","Una Volta Ancora","Fred De Palma & Ana Mena"
"17","Falling","Trevor Daniel"
"18","Soldi In Nero","Shiva & Sfera Ebbasta"
"19","Barrio","Mahmood"
"20","Everything I Wanted","Billie Eilish"
