"rank","title","artist"
"1","I Soliti","Vasco Rossi"
"2","Moves Like Jagger","Maroon 5 & Christina Aguilera"
"3","Shimbalaye","Maria Gadu"
"4","Saro Libera","Emma"
"5","The Sound Of Sunshine","Michael Franti & Spearhead"
"6","Il Mio Giorno Migliore","Giorgia"
"7","Stanza Vuota","Mone"
"8","Danza Kuduro","Don Omar & Lucenzo"
"9","Il Piu' Grande Spettacolo Dopo Il Big Bang","Jovanotti"
"10","I Won't Let You Go","James Morrison"
"11","Just Can't Get Enough","Black Eyed Peas"
"12","Last Friday Night (T.G.I.F.)","Katy Perry"
"13","Set Fire To The Rain","Adele"
"14","Last Friday Night (T.G.I.F.)","Katy Perry"
"15","Rabiosa","Shakira & Pitbull"
"16","Back To Black","Amy Winehouse"
"17","Basta Cosi","Negramaro & Elisa"
"18","Price Tag","Jessie J & B.o.B"
"19","California King Bed","Rihanna"
"20","Arrivera","Emma & Moda"
