"rank","title","artist"
"1","Somebody That I Used To Know","Gotye & Kimbra"
"2","We Are Young","Fun. & Janelle Monae"
"3","Drive By","Train"
"4","Ai Se Eu Te Pego","Michel Telo"
"5","La Notte","Arisa"
"6","Si Tu No Vuelves","Marco Carta"
"7","Titanium","David Guetta & Sia"
"8","Girl Gone Wild","Madonna"
"9","Goodbye Kiss","Kasabian"
"10","Tacata","Romano & Sapienza"
"11","Sono Solo Parole","Noemi"
"12","Ti Dedico Tutto","Biagio Antonacci"
"13","We Found Love","Rihanna & Calvin Harris"
"14","L'anno Che Verra","Lucio Dalla"
"15","Non E L'inferno","Emma"
"16","Sara Possibile","Nicole Tuzii"
"17","These Boots Are Made For Walkin","Planet Funk"
"18","Ci Vediamo A Casa","Dolcenera"
"19","Unica","Antonello Venditti"
"20","Tappeto Di Fragole","Moda"
