"rank","title","artist"
"1","Rolling In The Deep","Adele"
"2","Tranne Te","Fabri Fibra"
"3","Tutto L'amore Che Ho","Jovanotti"
"4","Barbra Streisand","Duck Sauce"
"5","In Un Giorno Qualunque","Marco Mengoni"
"6","Ogni Tanto","Gianna Nannini"
"7","Firework","Katy Perry"
"8","Vuoto A Perdere","Noemi"
"9","Grenade","Bruno Mars"
"10","Hello","Martin Solveig"
"11","Just The Way You Are","Bruno Mars"
"12","La Mia Storia Con Te","Alessandra Amoroso"
"13","What's My Name?","Rihanna & Drake"
"14","The Flood","Take That"
"15","Replay","Iyaz"
"16","Loca","Shakira & El Cata"
"17","Amore A Prima Vista","Simona Molinari"
"18","Airplanes","B.o.B"
"19","Sole Nero","Litfiba"
"20","Te Amo","Rihanna"
