"rank";"title";"artist"
"1";"E Sempre Bello";"Coez"
"2";"Il Cielo Nella Stanza";"Salmo & Nstasia"
"3";"Calma (Remix)";"Pedro Capo & Farruko"
"4";"Holding Out For You";"Fedez & Zara Larsson"
"5";"Hola (I Say)";"Marco Mengoni & Tom Walker"
"6";"Torna A Casa";"Maneskin"
"7";"Luci Di America";"Ligabue"
"8";"Se Piovesse Il Tuo Nome";"Elisa"
"9";"La Fine Del Mondo";"Anastasio"
"10";"90MIN";"Salmo"
"11";"Happy Birthday";"Sfera Ebbasta"
"12";"Taki Taki";"DJ Snake, Ozuna, Selena Gomez & Cardi B"
"13";"Happier";"Marshmello & Bastille"
"14";"Posso";"Carl Brave & Max Gazze"
"15";"Cascare Nei Tuoi Occhi";"Ultimo"
"16";"Bohemian Rhapsody";"Queen"
"17";"Cambiare Adesso";"Dark Polo Gang"
"18";"Cabriolet";"Salmo & Sfera Ebbasta"
"19";"Senza Di Me";"Gemitaiz, Venerus & Franco 126"
"20";"MIA";"Bad Bunny & Drake"
