"rank","title","artist"
"1","Cheap Thrills","Sia"
"2","Sofia","Alvaro Soler"
"3","Andiamo A Comandare","Fabio Rovazzi"
"4","Vorrei Ma Non Posto","J-AX & Fedez"
"5","Duele El Corazon","Enrique Iglesias & Wisin"
"6","This Girl","Kungs"
"7","One Dance","Drake, Wizkid & Kyla"
"8","This Is What You Came For","Calvin Harris & Rihanna"
"9","Cold Water","Major Lazer, Justin Bieber & MØ"
"10","This One's For You","David Guetta & Zara Larsson"
"11","Hymn For The Weekend","Coldplay & Beyonce"
"12","Can't Stop The Feeling!","Justin Timberlake"
"13","Faded","Alan Walker"
"14","I Took A Pill In Ibiza","Mike Posner"
"15","Don't Let Me Down","Chainsmokers & Daya"
"16","No Money","Galantis"
"17","Lost On You","LP"
"18","Treat You Better","Shawn Mendes"
"19","Light It Up","Major Lazer, Nyla & Fuse Odg"
"20","Wherever I Go","OneRepublic"
