"rank","title","artist"
"1","Tesla","Capo Plaza, Sfera Ebbasta & DrefGold"
"2","La Cintura","Alvaro Soler"
"3","Davide","Gemitaiz & Coez"
"4","X","Nicky Jam & J Balvin"
"5","These Days","Rudimental, Jess Glynne & Macklemore"
"6","Questa Nostra Stupida Canzone D'Amore","Thegiornalisti"
"7","Ne E Valsa La Pena","Capo Plaza & Ghali"
"8","Malibu","Vegas Jones"
"9","No Roots","Alice Merton"
"10","Cupido","Sfera Ebbasta & Quavo"
"11","Cara Italia","Ghali"
"12","God's Plan","Drake"
"13","IDGAF","Dua Lipa"
"14","Moriro Da Re","Maneskin"
"15","Flames","David Guetta & Sia"
"16","Pem Pem","Elettra Lamborghini"
"17","Non Cambiero Mai","Capo Plaza"
"18","Una Vita In Vacanza","Lo Stato Sociale"
"19","Dura","Daddy Yankee"
"20","Perfect","Ed Sheeran"
