"rank";"title";"artist"
"1";"Musica Leggerissima";"Colapesce & Dimartino"
"2";"Voce";"Madame"
"3";"Zitti E Buoni";"Maneskin"
"4";"Chiamami Per Nome";"Francesca Michielin & Fedez"
"5";"La Genesi Del Tuo Colore";"Irama"
"6";"Fiamme Negli Occhi";"Coma Cose"
"7";"La Canzone Nostra";"Mace, Blanco & Salmo"
"8";"Dieci";"Annalisa"
"9";"Parlami";"Fasma & GG"
"10";"Mai Dire Mai (La Locura)";"Willie Peyote"
"11";"Amare";"La Rappresentante Di Lista"
"12";"Glicine";"Noemi"
"13";"Un Milione Di Cose Da Dirti";"Ermal Meta"
"14";"Ora";"Aiello"
"15";"Ferma A Guardare";"Ernia & Pinguini Tattici Nucleari"
"16";"Venere E Marte";"Takagi & Ketra, Marco Mengoni & Frah Quintale"
"17";"Potevi Fare Di Piu";"Arisa"
"18";"Lady";"Sangiovanni"
"19";"Scooby Doo";"Pinguini Tattici Nucleari"
"20";"Save Your Tears";"Weeknd"
