"rank","title","artist"
"1","Shimbalaye","Maria Gadu"
"2","Danza Kuduro","Don Omar & Lucenzo"
"3","The Sound Of Sunshine","Michael Franti & Spearhead"
"4","Moves Like Jagger","Maroon 5 & Christina Aguilera"
"5","Il Piu' Grande Spettacolo Dopo Il Big Bang","Jovanotti"
"6","Mr. Saxobeat","Alexandra Stan"
"7","Give Me Everything","Pitbull"
"8","Il Mio Giorno Migliore","Giorgia"
"9","Back To Black","Amy Winehouse"
"10","Set Fire To The Rain","Adele"
"11","Just Can't Get Enough","Black Eyed Peas"
"12","Price Tag","Jessie J & B.o.B"
"13","Basta Cosi","Negramaro & Elisa"
"14","Rabiosa","Shakira & Pitbull"
"15","California King Bed","Rihanna"
"16","On The Floor","Jennifer Lopez & Pitbull"
"17","The Lazy Song","Bruno Mars"
"18","Diamante Lei E Luce Lui","Annalisa"
"19","Il Mare Immenso","Giusy Ferreri"
"20","Arrivera","Emma & Moda"
