"rank","title","artist"
"1","Amore E Capoeira","Takagi & Ketra, Giusy Ferreri & Sean Kingston"
"2","Nera","Irama"
"3","Da Zero A Cento","Baby K"
"4","Italiana","J-AX & Fedez"
"5","La Cintura","Alvaro Soler"
"6","Fotografia","Carl Brave, Francesca Michielin & Fabri Fibra"
"7","Tesla","Capo Plaza, Sfera Ebbasta & DrefGold"
"8","Felicita Puttana","Thegiornalisti"
"9","One Kiss","Calvin Harris & Dua Lipa"
"10","Davide","Gemitaiz & Coez"
"11","Questa Nostra Stupida Canzone D'Amore","Thegiornalisti"
"12","Non Ti Dico No","BoomDaBash & Loredana Berte"
"13","X","Nicky Jam & J Balvin"
"14","Flames","David Guetta & Sia"
"15","Moriro Da Re","Maneskin"
"16","These Days","Rudimental, Jess Glynne & Macklemore"
"17","Peace & Love","Charlie Charles, Sfera Ebbasta & Ghali"
"18","Sad!","XXXTentacion"
"19","Business Class","Marracash & Rkomi"
"20","Crazy","Lost Frequencies & Zonderling"
