"rank","title","artist"
"1","Limpido","Laura Pausini & Kylie Minogue"
"2","Wake Me Up!","Avicii"
"3","Il Sale Della Terra","Ligabue"
"4","L'Anima Vola","Elisa"
"5","You Will Never Know","Imany"
"6","Roar","Katy Perry"
"7","Wrecking Ball","Miley Cyrus"
"8","Love Me Again","John Newman"
"9","Atlas","Coldplay"
"10","Safe And Sound","Capital Cities"
"11","Applause","Lady Gaga"
"12","In Cammino","Claudio Baglioni"
"13","Estate","Jovanotti"
"14","Animals","Martin Garrix"
"15","Blurred Lines","Robin Thicke"
"16","Can't Hold Us","Macklemore, Ryan Lewis & Ray Dalton"
"17","Zalele","Claudia, Asu & Ticy"
"18","I Love It","Icona Pop"
"19","Get Lucky","Daft Punk"
"20","Dimentico Tutto","Emma"
