"rank","title","artist"
"1","Potremmo Ritornare","Tiziano Ferro"
"2","Let Me Love You","DJ Snake & Justin Bieber"
"3","Closer","Chainsmokers & Halsey"
"4","Ninna Nanna","Ghali"
"5","Cold Water","Major Lazer, Justin Bieber & MØ"
"6","The Greatest","Sia & Kendrick Lamar"
"7","We Don't Talk Anymore","Charlie Puth & Selena Gomez"
"8","Sai Che","Marco Mengoni"
"9","Don't Wanna Know","Maroon 5 & Kendrick Lamar"
"10","Don't Let Me Down","Chainsmokers & Daya"
"11","Cheap Thrills","Sia"
"12","In The Name Of Love","Martin Garrix & Bebe Rexha"
"13","My Way","Calvin Harris"
"14","Treat You Better","Shawn Mendes"
"15","Lost On You","LP"
"16","Starboy","Weeknd & Daft Punk"
"17","I Hate U, I Love U","Gnash & Olivia O'Brien"
"18","Heathens","Twenty One Pilots"
"19","Hymn For The Weekend","Coldplay & Beyonce"
"20","One Dance","Drake, Wizkid & Kyla"
