"rank","title","artist"
"1","Ai Se Eu Te Pego","Michel Telo"
"2","Distratto","Francesca Michielin"
"3","Someone Like You","Adele"
"4","Levels","Avicii"
"5","Young, Wild & Free","Snoop Dogg & Wiz Khalifa"
"6","Titanium","David Guetta & Sia"
"7","Tappeto Di Fragole","Moda"
"8","La Differenza Tra Me E Te","Tiziano Ferro"
"9","Turning Tables","Adele"
"10","L'Ultima Notte Al Mondo","Tiziano Ferro"
"11","We Found Love","Rihanna & Calvin Harris"
"12","Unica","Antonello Venditti"
"13","Sara Possibile","Nicole Tuzii"
"14","Heaven","Emeli Sande"
"15","F*** With You","Bob Sinclar & Sophie Ellis-Bextor"
"16","Eclissi Del Cuore","L'Aura Abela"
"17","I Won't Let You Go","James Morrison"
"18","Moves Like Jagger","Maroon 5 & Christina Aguilera"
"19","Il Mio Giorno Migliore","Giorgia"
"20","L'Amore E Una Cosa Semplice","Tiziano Ferro"
