"rank","title","artist"
"1","Tutto L'amore Che Ho","Jovanotti"
"2","Tranne Te","Fabri Fibra"
"3","Ogni Tanto","Gianna Nannini"
"4","La Notte","Moda"
"5","Firework","Katy Perry"
"6","La Vita E' Uno Specchio","Ghost"
"7","Barbra Streisand","Duck Sauce"
"8","The Time (Dirty Bit)","Black Eyed Peas"
"9","Hello","Martin Solveig"
"10","A Night Like This","Caro Emerald"
"11","La Mia Storia Con Te","Alessandra Amoroso"
"12","Loca","Shakira & El Cata"
"13","The Flood","Take That"
"14","Sole Nero","Litfiba"
"15","Just The Way You Are","Bruno Mars"
"16","Amore A Prima Vista","Simona Molinari"
"17","Replay","Iyaz"
"18","Te Amo","Rihanna"
"19","Airplanes","B.o.B"
"20","Fantastic","My Own Key & Mara Maionchi"
