"rank","title","artist"
"1","Waka Waka","Shakira & Freshlyground"
"2","Wavin' Flag","K`Naan"
"3","Alors On Danse","Stromae"
"4","Alejandro","Lady Gaga"
"5","Fight For This Love","Cheryl Cole"
"6","All The Lovers","Kylie Minogue"
"7","California Gurls","Katy Perry"
"8","Mondo","Cesare Cremonini"
"9","Hey, Soul Sister","Train"
"10","Replay","Iyaz"
"11","Amore A Prima Vista","Simona Molinari"
"12","Neutron Star Collision (Love Is Forever)","Muse"
"13","Tik Tok","Ke$ha"
"14","Guarda Sempre Piu' In La'","Matteo"
"15","I Gotta Feeling","Black Eyed Peas"
"16","Sole Nero","Litfiba"
"17","Meet Me Halfway","Black Eyed Peas"
"18","Resto Dell Idea","Marco Carta"
"19","Ad Ogni Costo","Vasco Rossi"
"20","Ti Vorrei Sollevare","Elisa"
