"rank","title","artist"
"1","El Perdon","Nicky Jam & Enrique Iglesias"
"2","El Mismo Sol","Alvaro Soler & Jennifer Lopez"
"3","Maria Salvador","J-AX"
"4","Lean On","Major Lazer, Snake & MO"
"5","Cheerleader","OMI"
"6","Don't Worry","Madcon & Ray Dalton"
"7","Roma Bangkok","Baby K & Giusy Ferreri"
"8","Firestone","Kygo & Conrad"
"9","Want To Want Me","Jason Derulo"
"10","L'estate Addosso","Jovanotti"
"11","See You Again","Wiz Khalifa & Charlie Puth"
"12","Senza Fare Sul Serio","Malika Ayane"
"13","Hey Mama","David Guetta, Nicki Minaj & Afrojack"
"14","Waiting For Love","Avicii"
"15","One Last Time","Ariana Grande"
"16","Buon Viaggio","Cesare Cremonini"
"17","Are You With Me","Lost Frequencies"
"18","Everytime","Kolors"
"19","# Fuori C'e Il Sole","Lorenzo Fragola"
"20","Io Ti Aspetto","Marco Mengoni"
