"rank","title","artist"
"1","Non Ti Scordar Mai Di Me","Giusy Ferreri"
"2","A Te","Jovanotti"
"3","Give It 2 Me","Madonna"
"4","I'm Yours","Jason Mraz"
"5","American Boy","Estelle & Kanye West"
"6","Il Respiro Di Te","Barbara"
"7","I Kissed A Girl","Katy Perry"
"8","Viva La Vida","Coldplay"
"9","Sweet About Me","Gabriella Cilmi"
"10","Io Non Mi Riconosco Nel Mio Stato","Marco Notari"
"11","Quasi 40","Tiromancino"
"12","Let Me Out","Ben's Brother"
"13","Supernatural Superserious","R.E.M."
"14","Cammina Nel Sole","Gianluca Grignani"
"15","Eppure Mi Hai Cambiato La Vita","Fabrizio Moro"
"16","Tear Down These Houses","Skin"
"17","Carry You Home","James Blunt"
"18","A Ferro E Fuoco","Mario Venuti"
"19","Love Song","Sara Bareilles"
"20","Stop And Stare","OneRepublic"
