"rank","title","artist"
"1","Somebody That I Used To Know","Gotye & Kimbra"
"2","We Are Young","Fun. & Janelle Monae"
"3","Payphone","Maroon 5 & Wiz Khalifa"
"4","Ma Cherie","DJ Antoine"
"5","Drive By","Train"
"6","Resta Ancora Un Po","Antonino"
"7","Dance Again","Jennifer Lopez & Pitbull"
"8","Summer Paradise","Simple Plan & K'naan"
"9","Girl Gone Wild","Madonna"
"10","Come Se Non Fosse Stato Mai Amore","Marco Carta"
"11","Titanium","David Guetta & Sia"
"12","Non E L'inferno","Emma"
"13","Goodbye Kiss","Kasabian"
"14","Tacata","Romano & Sapienza"
"15","We Found Love","Rihanna & Calvin Harris"
"16","Sono Solo Parole","Noemi"
"17","These Boots Are Made For Walkin","Planet Funk"
"18","Ci Vediamo A Casa","Dolcenera"
"19","Sara Possibile","Nicole Tuzii"
"20","Ti Dedico Tutto","Biagio Antonacci"
