"rank";"title";"artist"
"1";"Bottiglie Prive";"Sfera Ebbasta"
"2";"Destri";"Gazzelle"
"3";"Superclassico";"Ernia"
"4";"Bella Storia";"Fedez"
"5";"Scusa";"Gazzelle"
"6";"Altalene";"Bloody Vinyl, Slait, Tha Supreme & Mara Sattei, Coez"
"7";"Mood";"24kGoldn & Iann Dior"
"8";"Hypnotized";"Purple Disco Machine & Sophie And The Giants"
"9";"Scooby Doo";"Pinguini Tattici Nucleari"
"10";"A Un Passo Dalla Luna";"Rocco Hunt & Ana Mena"
"11";"Cuore Nero";"Blind"
"12";"Vent'Anni";"Maneskin"
"13";"Head & Heart";"Joel Corry & MNEK"
"14";"Slatt";"Rondodasosa & Capo Plaza"
"15";"Therefore I Am";"Billie Eilish"
"16";"Chico";"Gue Pequeno, Rose Villain & Luche"
"17";"Mama";"Gemitaiz & Nitro"
"18";"Crepe";"Irama"
"19";"La Storia Infinita";"Pinguini Tattici Nucleari"
"20";"22-Set";"Ultimo"
