"rank","title","artist"
"1","Danza Kuduro","Don Omar & Lucenzo"
"2","Mr. Saxobeat","Alexandra Stan"
"3","Il Piu' Grande Spettacolo Dopo Il Big Bang","Jovanotti"
"4","Set Fire To The Rain","Adele"
"5","Give Me Everything","Pitbull"
"6","Party Rock Anthem","LMFAO"
"7","Rabiosa","Shakira & Pitbull"
"8","On The Floor","Jennifer Lopez & Pitbull"
"9","Il Mio Giorno Migliore","Giorgia"
"10","Vivi E Lascia Vivere","Ghost"
"11","Price Tag","Jessie J & B.o.B"
"12","The Lazy Song","Bruno Mars"
"13","Basta Cosi","Negramaro & Elisa"
"14","Il Mare Immenso","Giusy Ferreri"
"15","Arrivera","Emma & Moda"
"16","Diamante Lei E Luce Lui","Annalisa"
"17","Just Can't Get Enough","Black Eyed Peas"
"18","Just The Way You Are","Bruno Mars"
"19","E.T.","Katy Perry"
"20","Rolling In The Deep","Adele"
