"rank","title","artist"
"1","Good Times","Ghali"
"2","Boogieman","Ghali & Salmo"
"3","Fai Rumore","Diodato"
"4","Ringo Starr","Pinguini Tattici Nucleari"
"5","Viceversa","Fransesco Gabbani"
"6","Marymango","Ghali & Tha Supreme"
"7","Musica","Elettra Lamborghini"
"8","Rapide","Mahmood"
"9","Me Ne Frego","Achille Lauro"
"10","Blinding Lights","Weeknd"
"11","Per Sentirmi Vivo","Fasma & G G"
"12","Bando","Anna"
"13","Andromeda","Elodie"
"14","Blun7 A Swishland","Tha Supreme"
"15","Dance Monkey","Tones And I"
"16","Tikibombom","Levante"
"17","Don't Start Now","Dua Lipa"
"18","Before You Go","Lewis Capaldi"
"19","DNA","Ghali"
"20","22:22","Ghali"
