"rank";"title";"artist"
"1";"Mediterranea";"Irama"
"2";"Elegante";"DrefGold & Sfera Ebbasta"
"3";"Good Times";"Ghali"
"4";"Spigoli";"Carl Brave, Mara Sattei & Tha Supreme"
"5";"Rain On Me";"Lady Gaga & Ariana Grande"
"6";"Mamacita";"Black Eyed Peas, Ozuna & J.Rey Soul"
"7";"Il Bacio Di Klimt";"Emanuele Aloia"
"8";"Roses";"SAINt JHN"
"9";"Fiori Di Chernobyl";"Mr. Rain"
"10";"Death Bed";"Powfu & Beabadoobee"
"11";"TesTa TrA Le NuVoLE, pT. 2";"Alfa & Yanomi"
"12";"Auto Blu";"Shiva & Eiffel 65"
"13";"Chega";"Gaia"
"14";"Blinding Lights";"Weeknd"
"15";"Opps";"DrefGold & Capo Plaza"
"16";"Tusa";"Karol G & Nicki Minaj"
"17";"Gooba";"6ix9ine"
"18";"Rockstar";"DaBaby & Roddy Ricch"
"19";"Bando";"Anna"
"20";"Problemi Con Tutti (Giuda)";"Fedez"
