"rank","title","artist"
"1","90MIN","Salmo"
"2","Felicita Puttana","Thegiornalisti"
"3","Trap Phone","Gue Pequeno & Capo Plaza"
"4","Amore E Capoeira","Takagi & Ketra, Giusy Ferreri & Sean Kingston"
"5","Borsello","Gue Pequeno, Sfera Ebbasta & Drefgold"
"6","2%","Gue Pequeno & Frah Quintale"
"7","Girls Like You","Maroon 5 & Cardi B"
"8","D'Estate Non Vale","Fred De Palma & Ana Mena"
"9","New York","Thegiornalisti"
"10","Nera","Irama"
"11","Da Zero A Cento","Baby K"
"12","My Life Is Going On","Burak Yeter & Cecilia Krull"
"13","Mala","Elettra Lamborghini"
"14","Pablo","Rvssian & Sfera Ebbasta"
"15","Tutto Tua Madre","J-AX"
"16","Claro","Gue Pequeno, Tony Effe & Prynce"
"17","Modalita Aereo","Gue Pequeno, Luche & Marracash"
"18","Fotografia","Carl Brave, Francesca Michielin & Fabri Fibra"
"19","In My Mind","Dynoro & Gigi D'Agostino"
"20","Faccio Quello Che Voglio","Fabio Rovazzi"
