"rank","title","artist"
"1","Whenever, Wherever","Shakira"
"2","Freeek!","George Michael"
"3","Tainted Love","Marilyn Manson"
"4","Questa E' La Mia Vita","Ligabue"
"5","Bohemian Like You","Dandy Warhols"
"6","Dimmi Come...","Alexia"
"7","Accetta Il Consiglio...per Questa Volta","Linus"
"8","Hands Clean","Alanis Morissette"
"9","Batte Forte","Lollipop"
"10","Get The Party Started","P!nk"
"11","In Your Eyes","Kylie Minogue"
"12","Dimmi Che Mi Ami","Loredana Berte'"
"13","Superman (It's Not Easy)","Five For Fighting"
"14","Doppiamente Fragili","Anna Tatangelo"
"15","Primavera A Sarajevo","Enrico Ruggeri"
"16","Murder On The Dancefloor","Sophie Ellis Bextor"
"17","Tracce Di Te","Francesco Renga"
"18","Saliro'","Daniele Silvestri"
"19","I'm Not A Girl, Not Yet A Woman","Britney Spears"
"20","Rainbow","Elisa"
