"rank","title","artist"
"1","Italiana","J-AX & Fedez"
"2","La Cintura","Alvaro Soler"
"3","Tesla","Capo Plaza, Sfera Ebbasta & DrefGold"
"4","Nera","Irama"
"5","Amore E Capoeira","Takagi & Ketra, Giusy Ferreri & Sean Kingston"
"6","Davide","Gemitaiz & Coez"
"7","Peace & Love","Charlie Charles, Sfera Ebbasta & Ghali"
"8","Fotografia","Carl Brave, Francesca Michielin & Fabri Fibra"
"9","Questa Nostra Stupida Canzone D'Amore","Thegiornalisti"
"10","One Kiss","Calvin Harris & Dua Lipa"
"11","X","Nicky Jam & J Balvin"
"12","Flames","David Guetta & Sia"
"13","These Days","Rudimental, Jess Glynne & Macklemore"
"14","Machika","J Balvin, Jeon & Anitta"
"15","Crazy","Lost Frequencies & Zonderling"
"16","Moriro Da Re","Maneskin"
"17","British","Dark Polo Gang"
"18","Malibu","Vegas Jones"
"19","Cupido","Sfera Ebbasta & Quavo"
"20","Paracetamolo","Calcutta"
